node_id	pr_value
663930	0.0001707445233321542
482708	9.439791222887543e-05
1034017	5.4911130637867064e-05
663559	4.86001414671369e-05
357530	4.5330521331649855e-05
1120567	4.402993323014584e-05
663605	4.326471529697593e-05
663682	3.658622215847316e-05
1108860	3.491663064988333e-05
664788	3.436475877227489e-05
